author,title,sentence,sentence_nr,words,kind
"Twain, Mark",The Gilded Age: A Tale of Today,I should think they were manufactured in the New York Custom House,40846,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,When the Colonel first came to Washington he had thoughts of taking the mission to Constantinople in order to be on the spot to look after the dissemination of his Eye Water but as that invention was not yet quite ready the project shrank a little in the presence of vaster schemes,40849,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,When he was asked afterwards about the stolen copy of the Alabama Treaty which got into the New York Tribune he only looked mysterious and said that neither he nor Senator Dilworthy knew anything about it,40871,Alabama,location
"Twain, Mark",The Gilded Age: A Tale of Today,When he was asked afterwards about the stolen copy of the Alabama Treaty which got into the New York Tribune he only looked mysterious and said that neither he nor Senator Dilworthy knew anything about it,40871,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,The Columbus River Navigation Scheme absorbed only a part of his time so he was enabled to throw quite a strong reserve force of energy into the Tennessee Land plan a vast enterprise commensurate with his abilities and in the prosecution of which he was greatly aided by Mr Henry Brierly who was buzzing about the capitol and the hotels day and night and making capital for it in some mysterious way,40874,Tennessee,location
"Twain, Mark",The Gilded Age: A Tale of Today,The Columbus River Navigation Scheme absorbed only a part of his time so he was enabled to throw quite a strong reserve force of energy into the Tennessee Land plan a vast enterprise commensurate with his abilities and in the prosecution of which he was greatly aided by Mr Henry Brierly who was buzzing about the capitol and the hotels day and night and making capital for it in some mysterious way,40874,Columbus River,location
"Twain, Mark",The Gilded Age: A Tale of Today,It may have been after a conversation between the Colonel and Senator Dilworthy that the following special despatch was sent to a New York newspaper We understand that a philanthropic plan is on foot in relation to the colored race that will if successful revolutionize the whole character of southern industry,40877,New York,location
"Twain, Mark",The Gilded Age: A Tale of Today,An experimental institution is in contemplation in Tennessee which will do for that state what the Industrial School at Zurich did for Switzerland,40878,Tennessee,location
"Twain, Mark",The Gilded Age: A Tale of Today,An experimental institution is in contemplation in Tennessee which will do for that state what the Industrial School at Zurich did for Switzerland,40878,Zurich,location
"Twain, Mark",The Gilded Age: A Tale of Today,An experimental institution is in contemplation in Tennessee which will do for that state what the Industrial School at Zurich did for Switzerland,40878,Switzerland,location
"Twain, Mark",The Gilded Age: A Tale of Today,Silas Hawkins of Missouri in reference to a lease of a portion of their valuable property in East Tennessee,40880,Missouri,location
"Twain, Mark",The Gilded Age: A Tale of Today,Silas Hawkins of Missouri in reference to a lease of a portion of their valuable property in East Tennessee,40880,Tennessee,location
"Twain, Mark",The Gilded Age: A Tale of Today,Silas Hawkins of Missouri in reference to a lease of a portion of their valuable property in East Tennessee,40880,East Tennessee,location
"Twain, Mark",The Gilded Age: A Tale of Today,Washington Hawkins read this despatch he went to the Colonel in some anxiety,40885,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,May be three may be four said the Colonel its worth more than the bank of England,40889,England,location
"Twain, Mark",The Gilded Age: A Tale of Today,If they will not lease said Washington let em make it two millions for an undivided half,40890,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Harry told the Colonel that they must drive the thing through he couldnt be dallying round Washington when Spring opened,40892,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Phil wanted him Phil had a great thing on hand up in Pennsylvania,40893,Pennsylvania,location
"Twain, Mark",The Gilded Age: A Tale of Today,He lacks enterprisenow about that Columbus River,40904,Columbus River,location
"Twain, Mark",The Gilded Age: A Tale of Today,They could go to Europeanywhere,40935,Europe,location
"Twain, Mark",The Gilded Age: A Tale of Today,But you know everybody is talked about more or less in Washington,40971,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,I was at his lodgings in Georgetown a day or two ago with Col Sellers,40979,Georgetown,location
"Twain, Mark",The Gilded Age: A Tale of Today,Sellers wanted to talk with him about some patent remedy he has Eye Water or something of that sort which he wants to introduce into Europe,40980,Europe,location
"Twain, Mark",The Gilded Age: A Tale of Today,She said she should be glad enough to get away from Washington,40988,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Mixed up with his own exploits and his daily triumphs as a lobbyist especially in the matter of the new University in which Harry was to have something handsome were amusing sketches of Washington society hints about Dilworthy stories about Col Sellers who had become a wellknown character and wise remarks upon the machinery of private legislation for the publicgood which greatly entertained Philip in his convalescence,41023,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,He wished Philip was in Washington,41029,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Philip determined to go to Washington and see for himself,41036,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,Pennybacker was in Washington and Philip thought he might perhaps find out something about him and his plans that would be of service to Mr Bolton,41040,Washington,location
"Twain, Mark",The Gilded Age: A Tale of Today,She was clear decisive and peremptory in whatever she did but often when Philip opened his eyes in those first days of suffering and found her standing by his bedside he saw a look of tenderness in her anxious face that quickened his already feverish pulse a look that remained in his heart long after he closed his eyes,41045,Maine,location
"Twain, Mark",The Gilded Age: A Tale of Today,These unfortunates followed Laura helplessly for whenever she took a prisoner he remained her slave henceforth,41083,Maine,location
"Twain, Mark",The Gilded Age: A Tale of Today,Ive made him engage to let the Tennessee Land bill utterly alone,41401,Tennessee,location
"Twain, Mark",The Gilded Age: A Tale of Today,What would I care for the talk that that would have made about me when I was gone to Europe with Selby and all the world was busy with my history and my dishonor,41422,Europe,location
"Twain, Mark",The Gilded Age: A Tale of Today,For some time the correspondents had been posting their several journals upon the alleged disreputable nature of the bill and furnishing daily reports of the Washington gossip concerning it,41432,Washington,location
